Time[s],Acceletarion-X[m/s],Acceletarion-Y[m/s],Acceleration-Z[m/s],Pitch,Roll,Yaw
18.200000,0.012661,0.003910,-0.990706,0.001581,-0.001268,-0.001915
18.250000,0.012663,0.003948,-0.990745,0.001082,-0.001427,-0.001810
18.300000,0.012616,0.003753,-0.990667,0.000679,-0.001396,-0.001656
18.350000,0.012529,0.003718,-0.990358,0.000337,-0.001554,-0.001913
18.400000,0.012573,0.003835,-0.990435,0.000419,-0.000803,-0.001605
18.450000,0.012744,0.003908,-0.990937,0.000456,-0.000910,-0.001444
18.500000,0.012863,0.003871,-0.990933,0.000148,-0.000873,-0.001145
18.550000,0.012906,0.003870,-0.991088,0.000009,-0.000797,-0.001726
18.600000,0.012903,0.003831,-0.991010,0.000006,-0.000432,-0.001932
18.650000,0.012859,0.003873,-0.990739,0.000105,-0.000682,-0.002230
18.700000,0.012974,0.003759,-0.990657,-0.000051,-0.000548,-0.002111
18.750000,0.012978,0.003914,-0.990698,-0.000064,-0.000556,-0.001899
18.800000,0.013174,0.003917,-0.990615,0.000069,-0.000276,-0.001634
18.850000,0.013127,0.003762,-0.990460,0.000545,-0.000234,-0.001417
18.900000,0.013011,0.003839,-0.990503,0.000492,0.000043,-0.001524
18.950000,0.013055,0.003798,-0.990773,0.000351,-0.000157,-0.001910
19.000000,0.012824,0.003950,-0.990935,0.000593,0.000217,-0.002058
19.050000,0.013008,0.003802,-0.990425,0.000551,0.000827,-0.002527
19.100000,0.012999,0.003766,-0.990075,-0.000242,0.000586,-0.002268
19.150000,0.012930,0.004156,-0.990118,-0.001258,-0.000756,-0.002760
19.200000,0.012990,0.004860,-0.990239,-0.003906,-0.002711,-0.002387
19.250000,0.012695,0.006803,-0.990921,-0.005429,-0.003999,-0.002186
19.300000,0.011978,0.006242,-0.991402,-0.006184,-0.004982,-0.005125
19.350000,0.011075,0.003762,-0.994675,-0.009304,-0.002834,-0.009111
19.400000,0.010183,0.004377,-1.000535,-0.008847,0.003281,-0.011931
19.450000,0.014799,0.003430,-1.013661,-0.016104,0.004085,-0.021737
19.500000,0.014966,0.004569,-1.022179,-0.012948,0.010486,-0.019679
19.550000,0.015821,0.001586,-1.032281,-0.018893,0.011251,-0.018325
19.600000,0.016922,0.000269,-1.040912,-0.018038,0.008486,-0.008496
19.650000,0.016980,-0.002019,-1.048165,-0.006921,0.014759,0.004250
19.700000,0.014411,-0.001867,-1.052123,0.005605,0.023305,0.015313
19.750000,0.014637,-0.001458,-1.056745,0.013423,0.039221,0.010728
19.800000,0.018458,-0.000021,-1.057742,0.024297,0.053368,-0.005887
19.850000,0.023706,0.002509,-1.057424,0.033502,0.076954,-0.025988
19.900000,0.030387,0.004252,-1.052709,0.046051,0.102265,-0.045269
19.950000,0.036282,0.003514,-1.045547,0.059530,0.119665,-0.055359
20.000000,0.039207,0.002184,-1.033563,0.080731,0.135268,-0.054965
20.050000,0.044841,-0.002771,-1.022647,0.092930,0.134400,-0.053243
20.100000,0.048344,-0.006404,-1.010670,0.104517,0.126039,-0.048537
20.150000,0.053414,-0.011848,-1.003614,0.102830,0.115102,-0.052813
20.200000,0.057481,-0.016462,-0.995077,0.114767,0.094922,-0.044510
20.250000,0.060931,-0.022313,-0.990706,0.117236,0.096171,-0.049346
20.300000,0.063514,-0.028098,-0.986475,0.128898,0.084803,-0.045545
20.350000,0.068007,-0.033745,-0.982389,0.128602,0.081172,-0.052662
20.400000,0.072737,-0.039692,-0.980432,0.131335,0.081527,-0.056393
20.450000,0.078844,-0.046613,-0.979209,0.134640,0.080412,-0.059579
20.500000,0.084192,-0.054308,-0.976718,0.136195,0.081546,-0.061227
20.550000,0.090051,-0.060416,-0.975897,0.133900,0.085592,-0.061297
20.600000,0.096264,-0.063138,-0.971085,0.137859,0.082794,-0.056025
20.650000,0.101877,-0.069961,-0.965093,0.136961,0.077030,-0.051502
20.700000,0.101511,-0.074991,-0.951811,0.143970,0.077275,-0.041789
20.750000,0.105945,-0.082180,-0.942933,0.139313,0.069013,-0.044436
20.800000,0.109567,-0.085203,-0.932124,0.146844,0.067546,-0.045009
20.850000,0.113303,-0.089969,-0.923010,0.145849,0.068740,-0.055231
20.900000,0.118029,-0.093480,-0.914382,0.137689,0.061386,-0.067376
20.950000,0.124935,-0.099945,-0.909136,0.125663,0.053030,-0.079041
21.000000,0.129338,-0.106437,-0.903687,0.119027,0.037495,-0.075008
21.050000,0.130105,-0.114472,-0.902366,0.107598,0.025767,-0.059722
21.100000,0.129238,-0.123278,-0.901589,0.098848,0.002799,-0.040357
21.150000,0.126354,-0.131151,-0.905460,0.085468,-0.018956,-0.023044
21.200000,0.125267,-0.136799,-0.911204,0.070989,-0.037693,-0.013946
21.250000,0.126778,-0.141553,-0.922482,0.046634,-0.052397,-0.015094
21.300000,0.126227,-0.142368,-0.933026,0.033009,-0.053775,-0.018236
21.350000,0.127857,-0.144311,-0.944865,0.019819,-0.043907,-0.025114
21.400000,0.127900,-0.144947,-0.951352,0.021545,-0.032502,-0.022410
21.450000,0.129215,-0.146405,-0.958965,0.010567,-0.012310,-0.030154
21.500000,0.130626,-0.146270,-0.961727,0.009375,-0.010444,-0.023943
21.550000,0.133049,-0.146616,-0.966130,-0.004320,0.001539,-0.028398
21.600000,0.133759,-0.146498,-0.969533,-0.002538,0.005426,-0.020301
21.650000,0.134056,-0.147103,-0.971154,-0.005265,0.006899,-0.015073
21.700000,0.132609,-0.146336,-0.971160,-0.004713,0.009881,-0.012035
21.750000,0.133177,-0.146973,-0.972461,-0.005924,0.011227,-0.010549
21.800000,0.132979,-0.146697,-0.972119,-0.002543,0.008709,-0.005555
21.850000,0.133093,-0.147448,-0.972733,-0.002334,0.011181,-0.006086
21.900000,0.132924,-0.147086,-0.971845,-0.001099,0.011481,-0.004827
21.950000,0.133499,-0.147065,-0.970858,-0.000091,0.012156,-0.004213
22.000000,0.133473,-0.147089,-0.969654,0.001827,0.016169,-0.003009
22.050000,0.134092,-0.147113,-0.969015,-0.000776,0.016870,-0.004174
22.100000,0.134999,-0.147419,-0.969183,-0.002949,0.018193,-0.005053
22.150000,0.136437,-0.147728,-0.970076,-0.005671,0.018760,-0.005432
22.200000,0.137957,-0.147601,-0.970541,-0.004964,0.020724,-0.004484
22.250000,0.139112,-0.147631,-0.970820,-0.006523,0.021075,-0.002730
22.300000,0.139781,-0.147302,-0.970183,-0.004813,0.021018,0.000843
22.350000,0.140178,-0.147218,-0.970096,-0.004193,0.021091,0.003254
22.400000,0.141451,-0.147285,-0.970372,-0.004287,0.019349,0.004997
22.450000,0.142794,-0.147094,-0.971815,-0.005417,0.021525,0.003439
22.500000,0.144886,-0.147144,-0.971487,0.000491,0.021552,0.005139
22.550000,0.145969,-0.147353,-0.970446,0.003425,0.026570,0.006590
22.600000,0.146368,-0.147602,-0.968956,0.004749,0.028588,0.008144
22.650000,0.147779,-0.147456,-0.968064,0.003345,0.030488,0.007691
22.700000,0.148248,-0.148083,-0.968474,0.001482,0.032584,0.007979
22.750000,0.149513,-0.148663,-0.968981,0.001530,0.030286,0.006247
22.800000,0.150997,-0.148631,-0.967852,0.004405,0.028675,0.006434
22.850000,0.152782,-0.148824,-0.966287,0.005437,0.029897,0.004324
22.900000,0.154652,-0.147485,-0.961348,0.009170,0.030801,0.003382
22.950000,0.156689,-0.146320,-0.955081,0.004427,0.036066,0.001831
23.000000,0.158098,-0.143936,-0.947791,-0.005878,0.039989,0.000283
23.050000,0.159093,-0.141570,-0.941521,-0.024761,0.041659,-0.001610
23.100000,0.159976,-0.140864,-0.939325,-0.048186,0.041595,-0.005072
23.150000,0.162999,-0.137059,-0.935423,-0.060769,0.034310,-0.003356
23.200000,0.165009,-0.134933,-0.936162,-0.079279,0.034588,-0.006371
23.250000,0.166486,-0.128495,-0.932979,-0.087624,0.028518,-0.002585
23.300000,0.167213,-0.123761,-0.933770,-0.098741,0.030943,-0.001143
23.350000,0.170305,-0.117506,-0.934003,-0.109755,0.025703,0.000229
23.400000,0.170844,-0.114067,-0.934868,-0.123889,0.025280,0.003247
23.450000,0.171568,-0.106853,-0.934550,-0.123824,0.028385,0.009801
23.500000,0.171226,-0.101073,-0.932345,-0.122499,0.025452,0.022276
23.550000,0.173093,-0.096161,-0.932484,-0.121391,0.015514,0.033900
23.600000,0.172441,-0.092138,-0.932646,-0.119528,0.006776,0.046464
23.650000,0.174129,-0.086472,-0.934702,-0.116201,-0.011590,0.057422
23.700000,0.172310,-0.081270,-0.936419,-0.115093,-0.022718,0.069080
23.750000,0.171505,-0.076654,-0.941722,-0.126755,-0.029147,0.065532
23.800000,0.167947,-0.071714,-0.944029,-0.129972,-0.037547,0.063725
23.850000,0.167569,-0.063895,-0.947127,-0.131526,-0.043316,0.052650
23.900000,0.163771,-0.056306,-0.950004,-0.134260,-0.054331,0.051099
23.950000,0.161517,-0.050222,-0.952711,-0.143514,-0.059606,0.043225
24.000000,0.154008,-0.043572,-0.955447,-0.146834,-0.067780,0.050721
24.050000,0.151377,-0.036870,-0.958326,-0.154986,-0.077122,0.045546
24.100000,0.145732,-0.031512,-0.962636,-0.158259,-0.085661,0.049476
24.150000,0.142047,-0.027878,-0.971624,-0.163529,-0.093338,0.044101
24.200000,0.139207,-0.023489,-0.980361,-0.155894,-0.104808,0.043390
24.250000,0.133763,-0.019335,-0.989944,-0.138712,-0.114605,0.052374
24.300000,0.130592,-0.014503,-0.997527,-0.118328,-0.120319,0.049241
24.350000,0.126882,-0.007383,-1.003236,-0.093464,-0.121025,0.051732
24.400000,0.120403,-0.003839,-1.007827,-0.079427,-0.131965,0.045232
24.450000,0.112490,-0.001418,-1.007589,-0.062384,-0.140035,0.050297
24.500000,0.108814,0.000325,-1.011743,-0.050994,-0.143137,0.047740
24.550000,0.102715,0.001498,-1.012537,-0.039848,-0.153821,0.048954
24.600000,0.093107,0.002446,-1.012607,-0.026797,-0.152272,0.049827
24.650000,0.086237,0.005266,-1.012538,-0.012906,-0.152186,0.046712
24.700000,0.079422,0.004392,-1.013647,-0.013016,-0.158342,0.039991
24.750000,0.073578,0.004484,-1.016487,-0.014303,-0.155409,0.027793
24.800000,0.066770,0.005844,-1.017262,-0.016241,-0.146969,0.014300
24.850000,0.062834,0.007386,-1.018622,-0.017672,-0.138486,0.000069
24.900000,0.055807,0.008148,-1.017261,-0.020229,-0.120740,-0.010613
24.950000,0.051362,0.009293,-1.015638,-0.019212,-0.110494,-0.019724
25.000000,0.045635,0.010735,-1.011253,-0.010508,-0.104985,-0.016988
25.050000,0.042907,0.011733,-1.010400,-0.008958,-0.099160,-0.014937
25.100000,0.037598,0.009736,-1.009012,-0.007417,-0.097246,-0.003388
25.150000,0.034980,0.007811,-1.007397,-0.002739,-0.088976,0.000230
25.200000,0.031140,0.008427,-1.004938,0.007702,-0.085805,0.007397
25.250000,0.032560,0.007958,-1.003264,0.009152,-0.078872,0.000388
25.300000,0.028431,0.007344,-1.001777,0.016547,-0.069053,0.006349
25.350000,0.026976,0.007783,-0.999953,0.018082,-0.061749,0.003462
25.400000,0.023886,0.009124,-0.996585,0.020230,-0.055465,0.008668
25.450000,0.019843,0.008905,-0.994981,0.015733,-0.048887,0.010600
25.500000,0.018252,0.008797,-0.992963,0.009633,-0.044014,0.003206
25.550000,0.015452,0.008027,-0.992605,0.007561,-0.040520,0.005772
25.600000,0.012815,0.006194,-0.989980,0.005058,-0.041567,0.006304
25.650000,0.011553,0.004493,-0.990274,0.003183,-0.024036,0.008442
25.700000,0.012397,0.006098,-0.990846,0.003740,-0.018492,0.005719
25.750000,0.009941,0.003829,-0.991635,0.000611,-0.011612,0.003913
25.800000,0.010147,0.004066,-0.991669,0.001169,-0.003641,0.001120
25.850000,0.010682,0.003130,-0.991803,0.001665,-0.000314,0.000690
25.900000,0.010670,0.002859,-0.991529,0.001429,0.000206,0.000370
25.950000,0.010544,0.002742,-0.991376,0.000262,0.000867,0.000184
26.000000,0.010789,0.003098,-0.991295,0.000745,0.000186,-0.001485
26.050000,0.010271,0.003054,-0.991270,0.001126,-0.000240,-0.001163
26.100000,0.009809,0.003715,-0.991130,0.000096,-0.001050,-0.000944
26.150000,0.009839,0.003403,-0.991050,-0.000151,-0.002147,-0.000863
26.200000,0.009794,0.003286,-0.990895,-0.000060,-0.002290,-0.000678
26.250000,0.009556,0.003363,-0.990786,-0.000350,-0.002389,-0.000818
26.300000,0.009402,0.003437,-0.990945,0.000227,-0.002388,-0.000537
26.350000,0.009485,0.003515,-0.991021,0.000036,-0.002012,-0.000765
26.400000,0.009251,0.003550,-0.991144,-0.000445,-0.001778,-0.001043
26.450000,0.009527,0.003435,-0.991213,-0.000651,-0.001824,-0.000673
26.500000,0.009567,0.003394,-0.991290,-0.000166,-0.001014,-0.000617
26.550000,0.009651,0.003552,-0.991327,-0.000068,-0.000732,-0.000705
26.600000,0.009807,0.003557,-0.991129,-0.000254,-0.000975,-0.001077
26.650000,0.009885,0.003558,-0.991088,0.000094,-0.001028,-0.001399
26.700000,0.009731,0.003672,-0.991171,-0.000300,-0.001411,-0.001310
26.750000,0.009619,0.003787,-0.991291,-0.000640,-0.001510,-0.001451
26.800000,0.009693,0.003830,-0.991017,-0.001082,-0.001941,-0.001409
26.850000,0.009614,0.003909,-0.990942,-0.001516,-0.002280,-0.001690
26.900000,0.009615,0.004066,-0.990827,-0.001573,-0.002233,-0.001503
26.950000,0.009764,0.003717,-0.990743,-0.001386,-0.002471,-0.001271
27.000000,0.009763,0.003876,-0.990511,-0.001729,-0.002665,-0.001319
27.050000,0.009719,0.003759,-0.990473,-0.001103,-0.002283,-0.001124
27.100000,0.009882,0.003916,-0.990508,-0.001191,-0.001672,-0.001626
27.150000,0.009926,0.004034,-0.990547,-0.001438,-0.001436,-0.001622
27.200000,0.010120,0.003840,-0.990580,-0.001539,-0.001390,-0.001619
27.250000,0.009918,0.003681,-0.990583,-0.001300,-0.001106,-0.001566
27.300000,0.010000,0.003759,-0.990621,-0.001739,-0.001442,-0.001661
27.350000,0.010036,0.003762,-0.990464,-0.002173,-0.001304,-0.001982
27.400000,0.010001,0.003840,-0.990581,-0.001826,-0.000736,-0.002296
27.450000,0.009924,0.003957,-0.990546,-0.002015,-0.000453,-0.002615
27.500000,0.010045,0.003759,-0.990852,-0.001682,0.000073,-0.002420
27.550000,0.010079,0.003762,-0.990618,-0.001819,0.000356,-0.002877
27.600000,0.010078,0.003842,-0.990502,-0.001525,0.000546,-0.003008
27.650000,0.010314,0.003845,-0.990419,-0.001295,0.000599,-0.002585
27.700000,0.010037,0.003920,-0.990349,-0.001287,0.000977,-0.002993
27.750000,0.009922,0.004115,-0.990353,-0.001091,0.000692,-0.003128
27.800000,0.009923,0.004114,-0.990392,-0.001530,0.000647,-0.003173
27.850000,0.009921,0.004076,-0.990352,-0.001582,0.001174,-0.003163
27.900000,0.009832,0.003963,-0.990004,-0.001787,0.001037,-0.002836
27.950000,0.010108,0.004006,-0.989919,-0.001249,0.000470,-0.002925
28.000000,0.010144,0.003810,-0.989995,-0.000571,0.001238,-0.002769
28.050000,0.010265,0.003692,-0.990184,-0.000126,0.001289,-0.003038
28.100000,0.010222,0.003615,-0.990068,0.000350,0.001298,-0.002613
28.150000,0.010229,0.003729,-0.990302,-0.000022,0.001535,-0.003347
28.200000,0.010314,0.003846,-0.990417,-0.000212,0.001634,-0.003525
28.250000,0.010233,0.003886,-0.990303,0.000174,0.001880,-0.003376
28.300000,0.010270,0.003889,-0.990146,-0.000276,0.001509,-0.002958
28.350000,0.010306,0.003694,-0.990144,-0.000383,0.002375,-0.002619
28.400000,0.010339,0.003539,-0.990065,0.000155,0.001764,-0.002615
28.450000,0.010021,0.003655,-0.989880,0.000257,0.001152,-0.002751
28.500000,0.010099,0.003656,-0.989801,0.000360,0.001444,-0.002925
28.550000,0.010102,0.003616,-0.989955,-0.000022,0.001639,-0.003195
28.600000,0.010145,0.003614,-0.990109,0.000023,0.001649,-0.003002
28.650000,0.010184,0.003654,-0.989993,-0.000322,0.001135,-0.002815
28.700000,0.010415,0.003501,-0.989908,-0.000277,0.001385,-0.002572
28.750000,0.010370,0.003425,-0.989753,-0.000467,0.001393,-0.002703
28.800000,0.010450,0.003464,-0.989790,-0.000670,0.001072,-0.002328
28.850000,0.010563,0.003312,-0.989630,-0.001116,0.000513,-0.001956
28.900000,0.010527,0.003468,-0.989633,-0.001350,0.000616,-0.002225
28.950000,0.010566,0.003469,-0.989631,-0.001840,0.000103,-0.002039
29.000000,0.010607,0.003428,-0.989708,-0.002465,-0.000365,-0.002269
29.050000,0.010728,0.003428,-0.989782,-0.002063,-0.000833,-0.002585
29.100000,0.010725,0.003430,-0.989666,-0.001878,-0.001198,-0.002070
29.150000,0.010611,0.003585,-0.989747,-0.001876,-0.001234,-0.002015
29.200000,0.010450,0.003546,-0.989634,-0.001823,-0.000699,-0.002046
29.250000,0.010408,0.003467,-0.989597,-0.002156,-0.001690,-0.002234
29.300000,0.010287,0.003467,-0.989522,-0.002261,-0.001341,-0.001805
29.350000,0.010370,0.003425,-0.989753,-0.002062,-0.001139,-0.001839
29.400000,0.010367,0.003307,-0.989752,-0.001929,-0.001550,-0.001185
29.450000,0.010046,0.003267,-0.989605,-0.001726,-0.001300,-0.001311
29.500000,0.010123,0.003109,-0.989719,-0.002404,-0.001337,-0.001352
29.550000,0.010085,0.003148,-0.989758,-0.002237,-0.001093,-0.001988
29.600000,0.010088,0.003226,-0.989797,-0.002229,-0.001796,-0.002123
29.650000,0.009892,0.003340,-0.989764,-0.002234,-0.001161,-0.001784
29.700000,0.010048,0.003265,-0.989720,-0.002236,-0.000290,-0.001581
29.750000,0.010132,0.003422,-0.989758,-0.002435,-0.000417,-0.001296
29.800000,0.010089,0.003423,-0.989604,-0.002038,0.000072,-0.001373
29.850000,0.009963,0.003385,-0.989374,-0.001842,0.000372,-0.001266
29.900000,0.010126,0.003384,-0.989564,-0.001982,0.000146,-0.001352
29.950000,0.009771,0.003379,-0.989651,-0.001823,-0.000273,-0.001670
30.000000,0.009855,0.003575,-0.989651,-0.001725,-0.000734,-0.001525
30.050000,0.009774,0.003417,-0.989691,-0.001519,-0.001055,-0.001749
30.100000,0.009706,0.003646,-0.990045,-0.001018,-0.000807,-0.002105
30.150000,0.009743,0.003411,-0.990157,-0.000374,-0.001270,-0.002327
30.200000,0.009626,0.003369,-0.990276,0.000314,-0.000970,-0.002357
30.250000,0.009579,0.003174,-0.990199,0.000597,-0.000429,-0.001879
30.300000,0.009371,0.003058,-0.989893,0.000454,-0.000129,-0.001867
30.350000,0.009373,0.002977,-0.990087,0.000566,-0.000262,-0.002274
30.400000,0.009373,0.002857,-0.990242,0.000484,-0.000253,-0.002728
30.450000,0.009410,0.002700,-0.990317,-0.000098,-0.000811,-0.002726
30.500000,0.009177,0.002894,-0.990325,0.000050,-0.000272,-0.002664
30.550000,0.009180,0.002930,-0.990442,-0.000092,-0.000546,-0.002705
30.600000,0.009136,0.002893,-0.990327,0.000255,-0.000104,-0.002828
30.650000,0.009296,0.003013,-0.990284,0.000364,0.000336,-0.003137
30.700000,0.009421,0.003091,-0.990474,0.000156,0.000687,-0.002570
30.750000,0.009265,0.003207,-0.990441,0.000407,0.000748,-0.002697
30.800000,0.009344,0.003169,-0.990478,0.000641,0.000387,-0.002226
30.850000,0.009268,0.003046,-0.990752,0.000641,0.000401,-0.002124
30.900000,0.009185,0.002928,-0.990754,0.000514,-0.000066,-0.002720
30.950000,0.009144,0.002889,-0.990754,0.000660,-0.001432,-0.002583
31.000000,0.009101,0.002692,-0.990871,0.000810,-0.002132,-0.002625
31.050000,0.009136,0.002654,-0.990753,0.001047,-0.003398,-0.002208
31.100000,0.008732,0.002377,-0.990684,0.001628,-0.004619,-0.001929
31.150000,0.008166,0.002021,-0.990580,0.001820,-0.005316,-0.001738
31.200000,0.008044,0.001943,-0.990544,0.001707,-0.005105,-0.001078
31.250000,0.007690,0.001779,-0.990824,0.001372,-0.005411,0.000593
31.300000,0.007452,0.001697,-0.990868,0.001523,-0.006016,0.000507
31.350000,0.007007,0.001341,-0.990838,0.001758,-0.006996,0.000973
31.400000,0.007087,0.001144,-0.991068,0.001918,-0.008446,0.002359
31.450000,0.009275,-0.000122,-0.991039,0.002746,-0.013534,0.011722
31.500000,0.006818,0.000089,-0.990834,0.004090,-0.018261,0.029144
31.550000,0.008071,-0.001238,-0.991646,0.005124,-0.022702,0.041706
31.600000,0.006587,-0.001125,-0.990715,0.006562,-0.026556,0.066493
31.650000,0.004885,-0.001226,-0.990955,0.007973,-0.027686,0.097691
31.700000,0.002943,-0.001210,-0.990967,0.009333,-0.027040,0.130708
31.750000,0.000588,-0.001306,-0.990330,0.010681,-0.028327,0.160607
31.800000,0.002930,-0.003575,-0.989435,0.013350,-0.029724,0.188569
31.850000,-0.000044,-0.002202,-0.989640,0.014477,-0.030841,0.232119
31.900000,0.001115,-0.003878,-0.990181,0.016911,-0.031241,0.270639
31.950000,0.003560,-0.005699,-0.987927,0.019962,-0.030997,0.317034
32.000000,0.003095,-0.006972,-0.986220,0.023054,-0.030909,0.367361
32.050000,0.001223,-0.005780,-0.986279,0.023709,-0.028717,0.413899
32.100000,-0.001350,-0.005771,-0.986464,0.026317,-0.030398,0.447733
32.150000,0.001764,-0.007606,-0.985862,0.027801,-0.033079,0.487103
32.200000,0.004033,-0.008078,-0.985020,0.031620,-0.027195,0.546557
32.250000,-0.001316,-0.006005,-0.986499,0.032060,-0.023688,0.622907
32.300000,-0.005099,-0.005864,-0.987418,0.035044,-0.020615,0.677148
32.350000,-0.002159,-0.006525,-0.986635,0.036772,-0.018518,0.723690
32.400000,-0.006849,-0.005125,-0.986303,0.037517,-0.016625,0.779571
32.450000,-0.007970,-0.004124,-0.986534,0.037975,-0.015200,0.820685
32.500000,-0.010420,-0.002870,-0.987386,0.038142,-0.014236,0.858137
32.550000,-0.010551,-0.003500,-0.987502,0.037945,-0.013681,0.892759
32.600000,-0.009484,-0.003804,-0.987783,0.036440,-0.010972,0.928827
32.650000,-0.010250,-0.005449,-0.987209,0.035460,-0.008305,0.970776
32.700000,-0.016328,-0.003297,-0.987931,0.034578,-0.003075,0.996272
32.750000,-0.014986,-0.003795,-0.988203,0.034238,0.002623,1.005163
32.800000,-0.015630,-0.003954,-0.987947,0.033176,0.007633,1.006407
32.850000,-0.012402,-0.005532,-0.988705,0.031528,0.012466,1.004037
32.900000,-0.012429,-0.005912,-0.987887,0.030022,0.016322,1.014617
32.950000,-0.012723,-0.005254,-0.988210,0.029683,0.021795,1.014389
33.000000,-0.011356,-0.005093,-0.988953,0.028115,0.024919,1.007237
33.050000,-0.013369,-0.004113,-0.990062,0.025106,0.026669,0.995669
33.100000,-0.014733,-0.003071,-0.989990,0.023274,0.026986,0.972988
